51,2,690
0,1,0,0.20797,0,0.107143,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0978947,0,1,0.0149254,1,1,0,0,0.14,0,0.208513,0,1
1,0,0,0.210526,0,0.0460714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00877193,0,0,0,1,0,0,1,0.07,0,0,0,1
1,0,0,0.142857,0,0.450893,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00438596,0,1,0.0298507,0,1,0,0,0,0,0.749747,0,1
1,0,0,0.0714286,0,0.0714286,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0526316,1,1,0.0298507,0,1,0,0,0.06,0,0.49627,1,0
0,1,0,0.503759,0,0.0267857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0964912,1,1,0.0149254,0,1,0,0,0.1665,0,0.590834,1,0
1,0,0,0.132782,0,0.0535714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0189474,0,0,0,1,1,0,0,0.06,0,0.366914,0,1
1,0,0,0.454887,0,0.0714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0614035,1,1,0.0298507,1,1,0,0,0,0,0.241095,1,0
1,0,0,0.315789,0,0.535714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.188596,1,1,0.134328,1,1,0,0,0,0,0.426546,1,0
0,1,0,0.119098,0,0.410714,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.164179,1,1,0,0,0,0,0,1,0
1,0,0,0.135338,0,0.410714,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0145614,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0.23188,0,0.125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,1,1,0.0447761,1,1,0,0,0.1645,0,0,0,1
1,0,0,0.43985,0,0.0103571,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0614035,1,1,0.119403,0,1,0,0,0.05,0,0.515616,1,0
1,0,0,0.245564,0,0.0371429,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0175439,1,1,0.149254,1,1,0,0,0.066,0,0.292808,0,1
1,0,0,0.572632,0,0.107143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0526316,0,0,0,0,1,0,0,0.09,0,0.139951,0,1
0,1,0,0,1,0.401786,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.744053,0,1
1,0,0,0.510075,0,0.0103571,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.526316,1,1,0.298507,0,1,0,0,0,0,0.836163,1,0
1,0,0,0.510075,0,0.0892857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0877193,1,1,0.179104,1,1,0,0,0.205,0,0.680734,1,0
1,0,0,0.418496,0,0.0625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00736842,1,0,0,0,1,0,0,0.08,0,0,0,1
1,0,0,0.162857,0,0.0446429,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00877193,0,0,0,0,1,0,0,0.055,0,0,0,1
1,0,0,0.308271,0,0.0625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00877193,1,0,0,1,1,0,0,0.0815,0,0,0,1
1,0,0,0.0664662,0,0.366071,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0380702,0,0,0,0,1,0,0,0.16,0,0.229483,0,1
1,0,0,0.45985,0,0.0178571,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.175439,1,0,0,1,1,0,0,0.16,0,0,1,0
0,1,0,0.0864662,0,0.00589286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00140351,0,0,0,1,1,0,0,0.19,0,0,0,1
0,1,0,0.209323,0,0.0728571,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00877193,0,0,0,1,1,0,0,0.09,0,0.341898,0,1
0,1,0,0.075188,0,0.267857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0950877,1,1,0.0746269,0,1,0,0,0,0,0.886385,1,0
1,0,0,0.368421,0,0.361607,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00438596,0,0,0,0,1,0,0,0.08,0,0,0,1
1,0,0,0.0965414,0,0.200893,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06,1,0,0,0,0,0,1,0.06,0,0,1,0
0,1,0,0.038797,0,0.0075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.00438596,0,0,0,0,1,0,0,0.1,0,0.0602737,0,1
0,1,0,0.169173,0,0.392857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.157895,1,0,0,0,1,0,0,0.06,0,0,0,1
1,0,0,0,1,0.142857,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00298246,0,0,0,1,1,0,0,0.2055,0,0,0,1
0,1,0,0.161654,0,0.08625,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06,0,0,0,1
1,0,0,0.319549,0,0.0892857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0350877,0,0,0,1,1,0,0,0.105,0,0,0,1
0,1,0,0.161654,0,0.0371429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0175439,1,1,0.0447761,0,1,0,0,0.09,0,0.43454,0,1
1,0,0,0.184211,0,0.0357143,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0614035,1,0,0,1,1,0,0,0.14,0,0,1,0
1,0,0,0.393534,0,0.221786,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00140351,1,1,0.0149254,0,1,0,0,0.1,0,0.49627,1,0
0,1,0,0.120301,0,0.0625,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,0,0,0,1
1,0,0,0.10406,0,0.188929,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0131579,1,1,0.0149254,0,1,0,0,0.08,0,0,0,1
