58,3,364
0,0,1,0.324675,0,0.375,0,0.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.00,0,0,0,0,1,1.00,0,0.5,0,0,0,0,1,0.33,0,0,0,0,0,1,0,0.506667,0,0.0696629,0,0,0,0,1,0,1,0,0,1
0,0.592593,0,0.194805,0,0.3125,0,0.33,0,0.66,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.33,0,0,1,0,0,0.33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.533333,0,0.0674157,0,1,0,0,0,0,1,1,0,0
0,0,1,0.376623,0,0,1,0.66,0,0.33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.67,0,0,0,1,0,0.67,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.84,0,0.0730337,0,0,0,1,0,0,1,0,1,0
0,0.425926,0,0.0909091,0,0.291667,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.00,0,0,0,0,1,1.00,0,0,0,0,0,0,1,0.33,0,0,0,0,0,1,0,0.6,0,0.786517,0,0,0,1,0,0.19802,0,1,0,0
1,0,1,0.636364,0,0.375,0,0.66,0,0.33,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.00,0,0,0,1,0,0.67,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.706667,0,0.0876404,0,0,0,1,0,0.465347,0,0,1,0
0,0.407407,0,0.246753,0,0.333333,0,0.66,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.33,0,0,0,0,1,1.00,0,0.5,0,0.5,0,0.764706,0,0.66,0,0,0,0,0,1,0,0.626667,0,0.0808989,0,1,0,0,0,0,1,1,0,0
0,0.666667,0,0.350649,0,0.125,0,0.66,0,0.66,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.00,0,0,1,0,0,0.33,0,0,0,0.5,0,0.823529,0,0,1,0,0,0,1,0,0,0.826667,0,0.0662921,0,0,1,0,0,0.217822,0,0,1,0
0,0.555556,0,0.155844,0,0.25,0,0.33,0,0.66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.67,0,1,0,0,0,0.00,0,0.5,0,0,0,0,1,0.33,0,0,1,0,0,0,0,0.653333,0,0.0808989,0,1,0,0,0,0,1,1,0,0
1,0.759259,0,0.350649,0,0.3125,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.373333,0,0.0561798,0,0,0,0,1,0,1,1,0,0
0,0,1,0,1,0,1,0.33,0,0.66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.67,0,1,0,0,0,0.00,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0.573333,0,0.0865169,0,0,0,0,1,0,1,1,0,0
0,0.444444,0,0.168831,0,0.166667,0,0.33,0,0.66,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0,1,0,0,0,0.00,0,0.5,0,0,0,0,1,0.66,0,0,0,0,0,0,1,0.586667,0,0.764045,0,1,0,0,0,0.0990099,0,1,0,0
0,0,1,0.376623,0,0.416667,0,0.66,0,0.33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.00,0,0,0,1,0,0.67,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.666667,0,0.0865169,0,0,0,1,0,0.138614,0,0,1,0
0,0.648148,0,0.0909091,0,0.145833,0,0.66,0,0.66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.67,0,0,1,0,0,0.33,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.44,0,0.719101,0,0,0,0,1,0,1,1,0,0
0,0.518519,0,0.0779221,0,0.166667,0,0.33,0,0.66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.67,0,1,0,0,0,0.00,0,0,1,0,1,0,1,0.66,0,0,0,0,0,0,1,0.466667,0,0.674157,0,1,0,0,0,0.0990099,0,1,0,0
0,0.592593,0,0.116883,0,0.125,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.48,0,0.752809,0,0,0,0,1,0,1,1,0,0
0,0.537037,0,0.324675,0,0,1,0.66,0,0.33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.00,0,0,0,1,0,0.67,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6,0,0.0842697,0,0,1,0,0,0.455446,0,1,0,0
1,0.5,0,0.688312,0,0.5,0,0.66,0,0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,1,0,0.67,0,0.5,0,0.5,0,0.517647,0,1,0,0,0,0,0,0,1,0.44,0,0.0550562,0,0,1,0,0,0.287129,0,0,1,0
0,0.518519,0,0.194805,0,0,1,0.33,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0,1,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.573333,0,0.0696629,0,0,1,0,0,0.386139,0,1,0,0
0,0,1,0.480519,0,0.25,0,1,0,0.33,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.00,0,0,0,1,0,0.67,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0.973333,0,0.094382,0,0,0,0,1,0,1,0,0,1
0,0.333333,0,0.0779221,0,0.125,0,0,0,0.66,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.67,0,0,0,1,0,0.67,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0786517,0,0,0,0,1,0,1,1,0,0
0,0.481481,0,0.116883,0,0.208333,0,0.66,0,0.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0,0,1,0,0,0.33,0,0.5,0,0,1,0.588235,0,0,1,0,1,0,0,0,0,0.653333,0,0.0932584,0,1,0,0,0,0,1,1,0,0
1,0.537037,0,0.38961,0,0,1,0.33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.67,0,1,0,0,0,0.00,0,0.5,0,0,0,0,1,0.33,0,0,0,0,0,0,1,0.533333,0,0.0696629,0,1,0,0,0,0.217822,0,1,0,0
1,0.518519,0,0.311688,0,0.625,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.67,0,0,0,1,0,0.67,0,0,1,0,1,0,1,0.66,0,0,0,0,0,0,1,0.786667,0,0.0651685,0,0,0,1,0,0.306931,0,0,1,0
