1,1,100
1,1,
2,5,
3,12,
4,22,
5,35,
6,51,
7,70,
8,92,
9,117,
10,145,
11,176,
12,210,
13,247,
14,287,
15,330,
16,376,
17,425,
18,477,
19,532,
20,590,
21,651,
22,715,
23,782,
24,852,
25,925,
26,1001,
27,1080,
28,1162,
29,1247,
30,1335,
31,1426,
32,1520,
33,1617,
34,1717,
35,1820,
36,1926,
37,2035,
38,2147,
39,2262,
40,2380,
41,2501,
42,2625,
43,2752,
44,2882,
45,3015,
46,3151,
47,3290,
48,3432,
49,3577,
50,3725,
51,3876,
52,4030,
53,4187,
54,4347,
55,4510,
56,4676,
57,4845,
58,5017,
59,5192,
60,5370,
61,5551,
62,5735,
63,5922,
64,6112,
65,6305,
66,6501,
67,6700,
68,6902,
69,7107,
70,7315,
71,7526,
72,7740,
73,7957,
74,8177,
75,8400,
76,8626,
77,8855,
78,9087,
79,9322,
80,9560,
81,9801,
82,10045,
83,10292,
84,10542,
85,10795,
86,11051,
87,11310,
88,11572,
89,11837,
90,12105,
91,12376,
92,12650,
93,12927,
94,13207,
95,13490,
96,13776,
97,14065,
98,14357,
99,14652,
100,14950,
