1,1,105
1,2,
2,0,
3,2,
4,0,
5,2,
6,1,
7,2,
8,0,
9,2,
10,1,
11,3,
12,1,
13,3,
14,1,
15,2,
16,0,
17,2,
18,1,
19,3,
20,2,
21,3,
22,2,
23,4,
24,2,
25,4,
26,2,
27,3,
28,2,
29,3,
30,1,
31,2,
32,0,
33,2,
34,1,
35,3,
36,2,
37,4,
38,2,
39,4,
40,3,
41,5,
42,3,
43,5,
44,4,
45,5,
46,4,
47,5,
48,3,
49,5,
50,4,
51,5,
52,4,
53,5,
54,3,
55,5,
56,3,
57,4,
58,2,
59,4,
60,2,
61,3,
62,1,
63,2,
64,0,
65,2,
66,1,
67,3,
68,2,
69,4,
70,3,
71,4,
72,3,
73,5,
74,4,
75,6,
76,4,
77,6,
78,5,
79,7,
80,5,
81,7,
82,6,
83,7,
84,6,
85,7,
86,5,
87,7,
88,6,
89,8,
90,6,
91,8,
92,7,
93,8,
94,7,
95,8,
96,6,
97,8,
98,7,
99,8,
100,7,
101,8,
102,6,
103,8,
104,6,
105,7,
