14,3,4208
1,0,0,0,0,0,0,0.833333,-0.826087,1,0.819,0.736,0.00943396,0.272143,0.343433,0.615,0.122727
1,0,0,0,0,0,0,0.75,-0.73913,1,0.807,0.748,0.00943396,0.283571,0.344118,0.6075,0.132955
1,0,0,0,0,0,0,0.666667,-0.652174,1,0.797,0.776,0.00943396,0.275714,0.343848,0.6075,0.132955
1,0,0,0,0,0,0,0.583333,-0.565217,1,0.79,0.788,0.0095283,0.217143,0.342374,0.6075,0.143182
1,0,0,0,0,0,0,0.5,-0.478261,1,0.789,0.796,0.0095283,0.202857,0.344832,0.6,0.143182
1,0,0,0,0,0,0,0.416667,-0.391304,1,0.785,0.808,0.00990566,0.138214,0.357895,0.6,0.143182
1,0,0,0,0,0,0,0.333333,-0.304348,1,0.787,0.828,0.0542453,0.190714,0.408074,0.6,0.143182
1,0,0,0,0,0,0,0.25,-0.217391,1,0.802,0.836,0.217925,0.221071,0.52245,0.63,0.143182
1,0,0,0,0,0,0,0.166667,-0.130435,1,0.834,0.804,0.421415,0.265357,0.575377,0.6675,0.143182
1,0,0,0,0,0,0,0.0833333,-0.0434783,1,0.865,0.712,0.553585,0.354643,0.590829,0.6675,0.132955
1,0,0,0,0,0,0,0,0.0434783,-1,0.889,0.624,0.69217,0.298929,0.588863,0.675,0.132955
1,0,0,0,0,0,0,0.0833333,0.130435,-1,0.92,0.532,0.976415,0.266071,0.577952,0.675,0.143182
1,0,0,0,0,0,0,0.166667,0.217391,-1,0.933,0.488,0.648868,0.242857,0.589375,0.675,0.132955
1,0,0,0,0,0,0,0.25,0.304348,-1,0.945,0.456,0.689906,0.185714,0.595558,0.6675,0.122727
1,0,0,0,0,0,0,0.333333,0.391304,-1,0.963,0.412,0.734528,0.206071,0.586876,0.66,0.122727
1,0,0,0,0,0,0,0.416667,0.478261,-1,0.97,0.4,0.563208,0.181429,0.554262,0.645,0.132955
1,0,0,0,0,0,0,0.5,0.565217,-1,0.97,0.392,0.342736,0.201786,0.454431,0.63,0.122727
1,0,0,0,0,0,0,0.583333,0.652174,-1,0.966,0.392,0.226698,0.223571,0.406869,0.6075,0.132955
1,0,0,0,0,0,0,0.666667,0.73913,-1,0.952,0.416,0.0514151,0.215357,0.389008,0.615,0.122727
1,0,0,0,0,0,0,0.75,0.826087,-1,0.928,0.452,0.00886792,0.153929,0.389735,0.6075,0.132955
1,0,0,0,0,0,0,0.833333,0.913043,-1,0.904,0.54,0.00896226,0.198571,0.37161,0.615,0.122727
1,0,0,0,0,0,0,0.916667,1,-1,0.878,0.632,0.0090566,0.168571,0.348286,0.6225,0.132955
0,1,0,0,0,0,0,1,-1,1,0.859,0.692,0.0090566,0.155357,0.341578,0.63,0.132955
0,1,0,0,0,0,0,0.916667,-0.913043,1,0.842,0.744,0.00933962,0.162857,0.337687,0.6225,0.132955
0,1,0,0,0,0,0,0.833333,-0.826087,1,0.83,0.768,0.00933962,0.145714,0.334101,0.6225,0.143182
0,1,0,0,0,0,0,0.75,-0.73913,1,0.817,0.796,0.00943396,0.107857,0.331595,0.6225,0.132955
0,1,0,0,0,0,0,0.666667,-0.652174,1,0.807,0.824,0.00943396,0.210714,0.328632,0.6225,0.143182
0,1,0,0,0,0,0,0.583333,-0.565217,1,0.802,0.848,0.0095283,0.239643,0.326444,0.615,0.143182
0,1,0,0,0,0,0,0.5,-0.478261,1,0.796,0.864,0.0095283,0.263571,0.326042,0.6075,0.153409
0,1,0,0,0,0,0,0.416667,-0.391304,1,0.79,0.864,0.00981132,0.19,0.32643,0.6075,0.153409
0,1,0,0,0,0,0,0.333333,-0.304348,1,0.79,0.864,0.06,0.114286,0.319182,0.6075,0.163636
0,1,0,0,0,0,0,0.25,-0.217391,1,0.802,0.888,0.225283,0.19,0.325343,0.615,0.163636
0,1,0,0,0,0,0,0.166667,-0.130435,1,0.835,0.836,0.380472,0.259286,0.340193,0.6225,0.163636
0,1,0,0,0,0,0,0.0833333,-0.0434783,1,0.871,0.716,0.600566,0.248571,0.354378,0.63,0.163636
0,1,0,0,0,0,0,0,0.0434783,-1,0.899,0.608,0.708302,0.250357,0.359522,0.63,0.163636
0,1,0,0,0,0,0,0.0833333,0.130435,-1,0.925,0.536,0.706887,0.131429,0.356857,0.6225,0.163636
0,1,0,0,0,0,0,0.166667,0.217391,-1,0.946,0.464,0.872642,0.116429,0.364493,0.615,0.153409
0,1,0,0,0,0,0,0.25,0.304348,-1,0.956,0.424,0.565566,0.101786,0.374213,0.615,0.163636
0,1,0,0,0,0,0,0.333333,0.391304,-1,0.983,0.388,0.843208,0.0789286,0.378976,0.6075,0.153409
0,1,0,0,0,0,0,0.416667,0.478261,-1,0.986,0.38,0.666792,0.196071,0.372669,0.6225,0.163636
0,1,0,0,0,0,0,0.5,0.565217,-1,0.985,0.388,0.441226,0.227143,0.355708,0.6225,0.153409
0,1,0,0,0,0,0,0.583333,0.652174,-1,0.977,0.368,0.206415,0.2575,0.347538,0.6075,0.153409
0,1,0,0,0,0,0,0.666667,0.73913,-1,0.961,0.4,0.0328302,0.171429,0.34092,0.5925,0.153409
0,1,0,0,0,0,0,0.75,0.826087,-1,0.944,0.42,0.00886792,0.151429,0.343662,0.5925,0.163636
0,1,0,0,0,0,0,0.833333,0.913043,-1,0.914,0.508,0.00896226,0.236786,0.347338,0.6,0.153409
0,1,0,0,0,0,0,0.916667,1,-1,0.887,0.636,0.0090566,0.1525,0.323197,0.6075,0.163636
0,0,1,0,0,0,0,1,-1,1,0.868,0.712,0.00924528,0.170357,0.315305,0.615,0.153409
0,0,1,0,0,0,0,0.916667,-0.913043,1,0.853,0.724,0.00924528,0.161429,0.307807,0.615,0.153409
0,0,1,0,0,0,0,0.833333,-0.826087,1,0.841,0.74,0.00933962,0.248571,0.304629,0.6075,0.153409
0,0,1,0,0,0,0,0.75,-0.73913,1,0.832,0.748,0.00933962,0.142857,0.30069,0.6075,0.163636
0,0,1,0,0,0,0,0.666667,-0.652174,1,0.826,0.752,0.00943396,0.0735714,0.299776,0.6,0.153409
0,0,1,0,0,0,0,0.583333,-0.565217,1,0.817,0.776,0.00943396,0.343929,0.300593,0.6075,0.163636
0,0,1,0,0,0,0,0.5,-0.478261,1,0.808,0.8,0.00943396,0.369643,0.298973,0.6,0.153409
0,0,1,0,0,0,0,0.416667,-0.391304,1,0.801,0.82,0.00981132,0.180357,0.297408,0.6,0.163636
0,0,1,0,0,0,0,0.333333,-0.304348,1,0.797,0.828,0.0512264,0.123571,0.287889,0.6,0.163636
0,0,1,0,0,0,0,0.25,-0.217391,1,0.811,0.828,0.215377,0.190714,0.291579,0.6,0.173864
0,0,1,0,0,0,0,0.166667,-0.130435,1,0.842,0.736,0.420472,0.275714,0.302082,0.615,0.173864
0,0,1,0,0,0,0,0.0833333,-0.0434783,1,0.884,0.584,0.612547,0.095,0.323391,0.6,0.173864
0,0,1,0,0,0,0,0,0.0434783,-1,0.924,0.492,0.770472,0.0892857,0.334052,0.6,0.173864
0,0,1,0,0,0,0,0.0833333,0.130435,-1,0.941,0.428,0.868019,0.103929,0.339958,0.5925,0.163636
0,0,1,0,0,0,0,0.166667,0.217391,-1,0.966,0.368,0.914057,0.115714,0.340352,0.5925,0.163636
0,0,1,0,0,0,0,0.25,0.304348,-1,0.98,0.324,0.921415,0.182857,0.34623,0.6,0.163636
0,0,1,0,0,0,0,0.333333,0.391304,-1,0.988,0.312,0.763962,0.205357,0.351672,0.5925,0.163636
0,0,1,0,0,0,0,0.416667,0.478261,-1,0.995,0.244,0.588113,0.1725,0.356255,0.585,0.163636
0,0,1,0,0,0,0,0.5,0.565217,-1,0.992,0.3,0.318774,0.264286,0.351533,0.585,0.163636
0,0,1,0,0,0,0,0.583333,0.652174,-1,0.975,0.372,0.17783,0.347857,0.342395,0.5925,0.153409
0,0,1,0,0,0,0,0.666667,0.73913,-1,0.953,0.424,0.0411321,0.28,0.345012,0.5925,0.163636
0,0,1,0,0,0,0,0.75,0.826087,-1,0.925,0.464,0.00896226,0.151786,0.363198,0.585,0.163636
0,0,1,0,0,0,0,0.833333,0.913043,-1,0.906,0.5,0.0090566,0.191786,0.363815,0.5925,0.173864
0,0,1,0,0,0,0,0.916667,1,-1,0.88,0.564,0.00924528,0.181429,0.359377,0.5925,0.153409
0,0,0,1,0,0,0,1,-1,1,0.865,0.592,0.00924528,0.185714,0.346908,0.585,0.173864
0,0,0,1,0,0,0,0.916667,-0.913043,1,0.859,0.616,0.00933962,0.1425,0.341564,0.5925,0.163636
